Function,ncalls,tottime,percall,cumtime,percall
         123711 function calls (115622 primitive calls) in 0.803 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
        8    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\tkinter\__init__.py:1513(_register)
       35    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       37    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1308(register)
       12    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_int32_int32}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1459(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:821(_set_axis)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:397(_split)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\readers.py:1954(_refine_defaults_read)
       40    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\contextlib.py:353(__init__)
       40    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\common.py:333(is_full_slice)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_compile.py:276(_optimize_charset)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2281(_can_hold_na)
       33    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:647(<genexpr>)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(bincount)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:756(infer_dtype_from_scalar)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\astype.py:192(astype_array)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:358(_maybe_make_multi_index_columns)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1891(can_hold_element)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:814(_do_date_conversions)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:689(spec_from_file_location)
       11    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:181(_validate_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\series.py:1278(_check_is_chained_assignment_possible)
       90    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\_collections_abc.py:392(__subclasshook__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:612(_set_noconvert_dtype_columns)
       27    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\os.py:734(check_str)
       69    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\multiarray.py:1079(copyto)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\lib\function_base.py:2269(__init__)
       15    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1820(_get_names)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\readers.py:1516(_check_file_or_buffer)
       22    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:363(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:4114(_set_is_copy)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6582(_validate_indexer)
        2    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\pathlib.py:718(__str__)
       11    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\missing.py:910(clean_reindex_fill_method)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\common.py:183(validate_header_arg)
       59    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:330(<dictcomp>)
      7/6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_compile.py:461(_get_literal_prefix)
       78    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:213(mgr_locs)
       24    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:731(_next_or_none)
        2    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\platform.py:551(_platform)
       13    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\_collections_abc.py:72(_check_methods)
        9    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\ops\__init__.py:152(align_method_SERIES)
       20    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\tkinter\commondialog.py:27(_fixresult)
      102    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\_bootlocale.py:11(getpreferredencoding)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:911(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
        2    0.000    0.000    0.000    0.000 {built-in method _operator.lt}
       17    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:110(<genexpr>)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\frame.py:4234(_ensure_valid_index)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\api.py:108(_get_distinct_objs)
       16    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:836(_slice)
       11    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int8}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\vocabulary\src\interro.py:275(start_loop)
       56    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       22    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:354(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\construction.py:488(<listcomp>)
       34    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\enum.py:753(value)
       33    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:160(__len__)
       62    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        1    0.000    0.000    0.000    0.000 {built-in method today}
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_compile.py:423(_simple)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\nanops.py:350(_na_ok_dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:7450(<listcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\lib\function_base.py:2331(_get_ufunc_and_otypes)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\construction.py:380(<listcomp>)
       50    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
       12    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
        1    0.000    0.000    0.000    0.000 {built-in method _operator.ge}
       39    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:986(dtype)
       13    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:640(_info_axis)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:301(getitem_block_columns)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\common.py:1102(_maybe_memory_map)
        2    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:192(_ensure_dtype)
       15    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:623(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\pathlib.py:691(_from_parsed_parts)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\nanops.py:86(<genexpr>)
       32    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:574(_ensure_array)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5204(_validate_fill_value)
       64    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\random.py:244(randint)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
       19    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\numerictypes.py:582(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\numeric.py:1398(<listcomp>)
       51    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1734(name)
        8    0.000    0.000    0.000    0.000 <string>:2(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:167(_path_isabs)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\ntpath.py:203(splitext)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\_collections_abc.py:252(__subclasshook__)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:355(_escape)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\_distutils_hack\__init__.py:89(find_spec)
       59    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\multiarray.py:152(concatenate)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\util\version\__init__.py:519(_cmpkey)
       14    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1042(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\shape_base.py:218(_vhstack_dispatcher)
       73    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\base.py:148(is_consolidated)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\contextlib.py:463(_push_exit_callback)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1097(is_datetimelike_v_numeric)
       16    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:488(validate_ordered)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\algorithms.py:905(_re_wrap_factorize)
       16    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:92(is_nonempty)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5564(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1635(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:1312(_validate_parse_dates_arg)
       31    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       42    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:670(_is_uniform_reindex)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:793(truncate)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:116(ensure_python_int)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\api.py:328(_sanitize_and_check)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\arrays\categorical.py:715(categories)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:2407(_preprocess_slice_or_indexer)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\pathlib.py:146(splitroot)
       23    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:117(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:2156(create_block_manager_from_blocks)
       15    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       21    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\frame.py:600(_constructor)
        5    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:582(_dtype_to_na_value)
       33    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:238(items)
       16    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:1308(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\enum.py:631(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\random.py:200(randrange)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\api.py:104(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:682(<listcomp>)
       15    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:559(<genexpr>)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:851(__init__)
       38    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:984(codes)
       22    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:365(<setcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
       14    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:286(tell)
       11    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\construction.py:231(mgr_to_mgr)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\computation\expressions.py:73(_can_use_numexpr)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\copy.py:66(copy)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:931(__array__)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\api.py:252(<listcomp>)
        8    0.000    0.000    0.000    0.000 {pandas._libs.lib.dtypes_all_equal}
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:4315(_is_view)
        2    0.000    0.000    0.000    0.000 {built-in method nt.close}
       15    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:111(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:1215(_filter_handle_list)
       25    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:5881(<genexpr>)
       44    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:1127(_has_valid_setitem_indexer)
        6    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1048(is_numeric_v_string_like)
       40    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\contextlib.py:359(__exit__)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_compile.py:595(isstring)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:725(_calc_max_cols_fitted)
       23    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _operator.invert}
       40    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x00000113D27D8C10}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:809(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:547(<dictcomp>)
       10    0.000    0.000    0.000    0.000 {built-in method pandas._libs.writers.word_len}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\contextlib.py:385(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:319(is_datetime64_dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:1148(_process_date_conversion)
        8    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
       16    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:2414(_get_value)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:352(is_datetime64tz_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\api.py:246(conv)
       11    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:1436(_get_names)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:483(convert)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:272(<listcomp>)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\genericpath.py:121(_splitext)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\random.py:250(_randbelow_with_getrandbits)
       39    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:241(disallow_kwargs)
       11    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:413(_engine_type)
       12    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(nonzero)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\algorithms.py:235(_ensure_arraylike)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:691(_initialize_columns)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:736(_calc_max_rows_fitted)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.frompyfunc}
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\locale.py:384(normalize)
       11    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:393(is_timedelta64_dtype)
       18    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_compile.py:249(_compile_charset)
       18    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:555(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:258(_extract_multi_indexer_columns)
        6    0.000    0.000    0.000    0.000 {pandas._libs.lib.maybe_indices_to_slice}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1514(_pop_action_class)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:7452(<genexpr>)
       11    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
       29    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\common.py:196(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:1754(_check_label_or_level_ambiguity)
       22    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1435(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
        3    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:76(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:249(match)
       20    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\tkinter\commondialog.py:24(_fixoptions)
       11    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1312(_registry_get)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(can_cast)
       11    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\missing.py:107(clean_fill_method)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\base.py:356(size)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:513(is_view)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:209(<listcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1031(__init__)
       27    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\series.py:546(_constructor)
       14    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:949(nlevels)
       17    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:823(shape)
       20    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\_collections_abc.py:302(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\frame.py:934(_can_fast_transpose)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\construction.py:405(_check_values_indices_shape_match)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:130(_get_index_label_flat)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1148(__init__)
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_compile.py:432(_generate_overlap_table)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1518(_get_handler)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:262(_clear_reference_block)
       14    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:81(groups)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:108(<setcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\range.py:896(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:769(_is_in_terminal)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\construction.py:540(_prep_ndarraylike)
        4    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:2225(_get_nargs_pattern)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\shape_base.py:207(_arrays_for_stack_dispatcher)
